@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute inputs-101 numeric
@attribute inputs-102 numeric
@attribute inputs-103 numeric
@attribute inputs-104 numeric
@attribute inputs-105 numeric
@attribute inputs-106 numeric
@attribute inputs-107 numeric
@attribute inputs-108 numeric
@attribute inputs-109 numeric
@attribute inputs-110 numeric
@attribute inputs-111 numeric
@attribute inputs-112 numeric
@attribute inputs-113 numeric
@attribute inputs-114 numeric
@attribute inputs-115 numeric
@attribute inputs-116 numeric
@attribute inputs-117 numeric
@attribute inputs-118 numeric
@attribute inputs-119 numeric
@attribute inputs-120 numeric
@attribute inputs-121 numeric
@attribute inputs-122 numeric
@attribute inputs-123 numeric
@attribute inputs-124 numeric
@attribute inputs-125 numeric
@attribute inputs-126 numeric
@attribute inputs-127 numeric
@attribute inputs-128 numeric
@attribute inputs-129 numeric
@attribute inputs-130 numeric
@attribute inputs-131 numeric
@attribute inputs-132 numeric
@attribute inputs-133 numeric
@attribute inputs-134 numeric
@attribute inputs-135 numeric
@attribute inputs-136 numeric
@attribute inputs-137 numeric
@attribute inputs-138 numeric
@attribute inputs-139 numeric
@attribute inputs-140 numeric
@attribute inputs-141 numeric
@attribute inputs-142 numeric
@attribute inputs-143 numeric
@attribute inputs-144 numeric
@attribute inputs-145 numeric
@attribute inputs-146 numeric
@attribute inputs-147 numeric
@attribute inputs-148 numeric
@attribute inputs-149 numeric
@attribute inputs-150 numeric
@attribute inputs-151 numeric
@attribute inputs-152 numeric
@attribute inputs-153 numeric
@attribute inputs-154 numeric
@attribute inputs-155 numeric
@attribute inputs-156 numeric
@attribute inputs-157 numeric
@attribute inputs-158 numeric
@attribute inputs-159 numeric
@attribute inputs-160 numeric
@attribute inputs-161 numeric
@attribute inputs-162 numeric
@attribute inputs-163 numeric
@attribute inputs-164 numeric
@attribute inputs-165 numeric
@attribute inputs-166 numeric
@attribute inputs-167 numeric
@attribute inputs-168 numeric
@attribute inputs-169 numeric
@attribute inputs-170 numeric
@attribute inputs-171 numeric
@attribute inputs-172 numeric
@attribute inputs-173 numeric
@attribute inputs-174 numeric
@attribute inputs-175 numeric
@attribute inputs-176 numeric
@attribute inputs-177 numeric
@attribute inputs-178 numeric
@attribute inputs-179 numeric
@attribute inputs-180 numeric
@attribute inputs-181 numeric
@attribute inputs-182 numeric
@attribute inputs-183 numeric
@attribute inputs-184 numeric
@attribute inputs-185 numeric
@attribute inputs-186 numeric
@attribute inputs-187 numeric
@attribute inputs-188 numeric
@attribute inputs-189 numeric
@attribute inputs-190 numeric
@attribute inputs-191 numeric
@attribute inputs-192 numeric
@attribute inputs-193 numeric
@attribute inputs-194 numeric
@attribute inputs-195 numeric
@attribute inputs-196 numeric
@attribute outputs-1 {0,1,2}

@data
576,'2019/01/28 16:44:46:412',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,21,21,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,172,0,0,0,0,0,0,0,0,0,0,0,3,172,172,0,0,0,0,0,0,0,0,0,0,0,3,172,172,0,0,0,0,0,0,0,0,0,0,0,69,172,172,69,69,73,69,69,69,69,69,69,69,69,50,95,60,31,49,0,49,37,21,24,49,43,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
577,'2019/01/28 16:44:46:596',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,14,22,23,0,0,0,0,0,0,0,0,0,0,0,10,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,172,0,0,0,0,0,0,0,0,0,0,0,3,172,172,0,0,0,0,0,0,0,0,0,0,0,3,172,172,0,0,0,0,0,0,0,0,0,0,0,69,172,172,69,69,69,69,69,69,69,69,69,69,69,49,95,60,24,61,24,18,49,55,16,32,24,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
578,'2019/01/28 16:44:46:782',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,19,23,24,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,172,0,0,0,0,0,0,0,0,172,0,0,3,172,172,0,0,0,0,0,0,0,150,172,0,0,3,172,172,0,0,0,0,0,0,0,172,172,0,0,69,172,172,73,69,69,69,69,86,69,69,172,69,69,0,95,60,21,24,73,21,43,50,24,43,172,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
579,'2019/01/28 16:44:46:965',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,0,0,0,11,24,24,0,0,0,0,0,0,0,0,0,0,0,8,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,172,0,0,0,0,0,172,11,0,0,0,0,3,172,172,0,0,0,0,0,172,117,0,0,0,0,3,172,172,0,0,0,0,0,172,117,0,0,0,0,73,172,172,69,69,69,86,69,172,69,69,69,69,69,24,95,60,73,43,50,24,43,172,64,49,31,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
580,'2019/01/28 16:44:47:114',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,17,22,23,0,0,0,0,0,0,0,0,0,0,0,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,172,0,0,0,172,18,0,0,0,0,0,0,3,172,172,0,0,0,172,161,0,0,0,0,0,0,3,172,172,0,0,0,172,161,0,0,0,0,0,0,69,172,172,69,69,69,172,69,69,69,69,69,69,69,49,103,31,32,24,55,172,60,73,43,49,37,37,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
581,'2019/01/28 16:44:47:154',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,19,24,22,0,0,0,0,0,0,0,0,0,0,0,20,20,21,0,0,0,0,0,95,172,0,0,0,0,0,0,0,0,0,0,0,2,136,172,0,0,0,0,0,0,0,0,0,0,0,3,172,172,0,0,172,94,0,0,0,0,0,0,0,0,172,172,0,0,172,117,0,0,0,0,0,0,0,0,121,65,0,0,172,172,0,0,0,0,0,0,0,69,69,69,86,69,172,108,69,69,69,69,69,69,69,73,21,50,24,43,172,94,49,31,49,59,23,73,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
582,'2019/01/28 16:44:47:338',2,0,7,117,0,0,0,0,0,0,0,0,0,0,0,0,95,172,0,0,0,0,0,0,0,0,0,0,0,3,172,172,0,0,0,0,0,0,0,0,0,0,0,3,172,172,0,0,0,0,11,11,0,0,0,0,0,0,172,77,0,0,0,10,24,22,0,0,0,0,0,0,0,0,0,0,0,10,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,150,172,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,0,86,69,69,172,69,69,69,69,69,69,69,69,69,69,50,24,43,172,49,31,11,49,59,49,73,69,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
583,'2019/01/28 16:44:47:523',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,172,0,0,0,0,0,0,0,0,0,0,0,3,172,172,0,0,0,0,12,0,0,0,0,0,0,3,172,172,0,0,0,19,24,19,0,0,0,0,0,0,172,167,0,0,0,20,20,20,0,0,0,0,0,0,127,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,11,0,0,0,0,0,0,0,0,0,0,0,0,172,117,0,0,0,0,0,0,0,0,0,0,0,0,172,117,0,0,0,0,0,0,0,0,0,0,0,0,172,69,69,69,69,69,69,69,69,69,69,69,69,69,172,64,49,31,49,59,49,73,18,69,12,55,37,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
584,'2019/01/28 16:44:47:707',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,8,24,24,0,0,0,0,0,0,0,0,0,0,0,12,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,172,0,0,0,0,0,0,0,0,0,0,0,3,172,172,0,0,0,0,0,0,0,0,0,0,0,3,172,172,0,0,0,0,0,0,0,0,0,0,0,69,172,172,69,69,73,69,69,73,69,69,69,69,69,49,103,43,37,43,18,92,37,55,49,55,14,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
585,'2019/01/28 16:44:47:892',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,20,23,19,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,172,0,0,0,0,0,0,0,0,0,0,0,3,172,172,0,0,0,0,0,0,0,0,172,0,0,3,172,172,0,0,0,0,0,0,0,117,172,0,0,69,172,172,69,69,69,69,69,69,69,117,172,69,69,28,103,67,60,73,69,31,80,49,31,0,172,67,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
586,'2019/01/28 16:44:48:074',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,8,21,23,0,0,0,0,0,0,0,0,0,0,0,13,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,172,0,0,0,0,0,0,0,0,0,0,0,3,172,172,0,0,0,0,0,150,0,0,0,0,0,3,172,172,0,0,0,0,0,172,0,0,0,0,0,69,172,172,69,69,69,69,86,172,69,69,69,69,69,28,103,24,41,49,61,18,49,150,49,18,24,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
587,'2019/01/28 16:44:48:141',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,15,20,22,0,0,0,0,0,0,0,0,0,0,0,13,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,172,0,0,0,0,0,0,0,0,0,0,0,3,172,172,0,0,0,0,161,39,0,0,0,0,0,3,172,172,0,0,0,0,172,48,0,0,0,0,0,69,172,172,69,69,69,69,172,69,69,69,69,69,69,67,95,64,24,86,18,37,161,73,24,21,24,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
588,'2019/01/28 16:44:48:265',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,74,0,0,0,0,0,0,0,0,0,0,0,0,95,172,0,0,12,0,0,0,0,0,0,0,0,3,172,172,0,19,24,19,0,0,0,0,0,0,0,3,172,172,0,20,20,20,0,0,0,0,0,0,0,0,172,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,73,69,69,69,73,172,69,69,69,69,69,69,69,69,50,49,49,18,49,172,49,18,24,49,43,21,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
589,'2019/01/28 16:44:48:456',2,0,95,172,0,0,0,0,0,0,0,0,0,0,0,3,172,172,0,0,0,0,0,0,0,0,0,0,0,3,172,172,0,0,0,0,0,0,0,0,0,0,0,0,172,95,0,8,13,0,0,0,0,0,0,0,0,0,8,8,8,24,24,0,0,0,0,0,0,0,0,0,0,0,12,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,62,0,0,0,0,0,0,0,0,0,0,0,0,172,71,0,0,0,0,0,0,0,0,0,0,69,69,172,69,69,69,69,69,69,69,69,69,69,69,18,24,172,61,24,16,24,55,16,31,32,24,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
590,'2019/01/28 16:44:48:640',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,14,0,0,0,0,0,0,0,0,0,0,95,172,20,23,19,0,0,0,0,0,0,0,0,3,172,172,20,20,20,0,0,0,0,0,0,0,0,3,172,172,0,0,0,0,0,0,0,0,0,0,0,0,172,59,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,150,95,172,0,0,0,0,0,0,0,0,0,0,0,172,144,144,69,73,69,69,69,69,69,86,69,69,69,172,69,139,0,24,24,37,73,43,50,24,43,43,64,150,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
591,'2019/01/28 16:44:48:822',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,8,21,23,0,0,0,0,0,0,0,0,0,0,0,13,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,172,0,0,0,0,0,0,0,0,0,0,0,3,172,172,0,0,0,0,0,0,2,172,161,0,0,3,172,172,0,0,0,0,0,0,85,172,172,0,0,69,172,172,69,69,69,69,69,69,163,172,172,69,69,24,95,60,21,49,18,73,21,46,73,172,161,43,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
592,'2019/01/28 16:44:48:999',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,23,17,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,172,0,0,0,0,0,0,0,0,0,0,0,3,172,172,0,0,0,0,139,172,92,0,0,0,0,3,172,172,0,0,0,1,172,172,131,0,0,0,0,69,172,172,69,69,69,69,172,172,147,69,69,73,69,21,95,60,49,24,60,43,139,172,64,28,49,73,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
593,'2019/01/28 16:44:49:061',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,16,22,16,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,172,0,0,0,0,0,0,0,0,0,0,0,3,172,172,0,0,0,172,139,172,0,0,0,0,0,3,172,172,0,0,0,172,158,172,0,0,0,0,0,69,172,172,69,69,69,172,168,172,69,69,69,69,69,43,95,60,67,50,73,172,139,172,37,24,49,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
594,'2019/01/28 16:44:49:200',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,74,0,0,0,0,0,0,0,0,0,0,0,0,95,172,13,0,0,0,0,0,0,0,0,0,0,3,172,172,24,0,0,0,0,0,0,0,0,0,0,3,172,172,20,0,0,0,0,0,0,0,0,0,0,0,172,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,172,110,0,0,0,0,0,0,0,0,0,0,2,172,172,144,0,0,0,0,0,0,0,69,69,69,69,172,172,127,69,69,86,69,69,69,86,61,12,50,43,117,172,67,37,49,61,18,49,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
595,'2019/01/28 16:44:49:387',2,0,95,172,0,0,0,0,0,0,0,0,0,0,0,3,172,172,0,0,0,0,0,0,0,0,0,0,0,3,172,172,0,0,0,0,0,0,0,0,0,0,0,0,172,146,0,0,0,0,0,0,0,0,0,0,0,0,150,95,19,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,139,172,0,0,0,0,0,0,0,0,0,0,0,172,167,172,0,0,0,0,0,0,0,0,0,0,69,172,165,172,69,69,69,69,69,69,69,69,69,69,73,172,117,172,37,37,61,18,31,32,24,55,37,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
596,'2019/01/28 16:44:49:570',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,8,95,172,0,0,0,0,0,0,0,0,0,0,0,13,172,172,0,0,0,0,0,0,0,0,0,0,0,3,172,172,0,0,0,0,0,0,0,0,0,0,0,0,172,106,0,0,0,0,0,0,0,0,0,0,0,0,84,55,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,172,69,69,69,69,69,69,86,69,69,69,69,69,69,161,59,49,73,18,0,50,24,43,0,64,49,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
597,'2019/01/28 16:44:49:748',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,23,17,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,172,0,0,0,0,0,0,0,0,0,0,0,3,172,172,0,0,0,0,0,0,0,0,0,0,0,3,172,172,0,0,0,0,0,0,0,0,0,0,0,69,172,172,69,69,69,69,69,69,69,69,69,69,69,43,95,60,49,37,18,73,46,73,49,21,67,43,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
598,'2019/01/28 16:44:49:926',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,172,0,0,0,0,0,0,0,0,0,0,0,3,172,172,0,0,0,0,0,0,0,0,0,0,0,3,172,172,0,0,0,0,0,0,0,0,0,0,0,69,172,172,69,69,69,69,69,69,69,69,69,69,69,31,95,60,55,37,60,73,43,49,37,37,61,18,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
599,'2019/01/28 16:44:50:114',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,172,0,0,0,0,0,0,0,0,0,0,139,3,172,172,0,0,0,0,0,0,0,0,0,161,139,3,172,172,0,0,0,0,0,0,0,0,0,161,172,69,172,172,69,69,69,69,69,69,69,69,69,73,139,67,95,60,73,49,61,37,24,49,18,92,0,60,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
600,'2019/01/28 16:44:50:297',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,172,0,0,0,0,0,0,0,172,11,0,0,3,172,172,0,0,0,0,0,0,0,172,117,0,0,3,172,172,0,0,0,0,0,0,0,172,117,0,0,69,172,172,69,69,69,80,69,69,69,172,69,69,90,37,95,61,64,32,67,24,60,32,46,172,80,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
601,'2019/01/28 16:44:50:482',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,172,0,0,0,0,172,48,0,0,0,0,0,3,172,172,0,0,0,0,172,161,0,0,0,0,0,3,172,172,0,0,0,0,172,172,0,0,0,0,0,69,172,172,86,69,69,69,172,80,69,93,99,98,69,73,95,60,43,41,80,46,172,55,24,49,0,49,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
